folioID,conveyanceDate,conveyancePrice,conveyanceType,conveyanceTypeDescription,postalCode,area,jurisdiction,roll_number,MB_manual_class,blank1,blank2,MB_year_built,MB_effective_year,MB_total_finished_area,MB_num_storeys,num_full_baths,num_3-piece_baths,num_2-piece_baths,num_bedrooms,num_dens,blank3,type_of_foundation,num_multi_garage,num_single_garage,num_carport,lc_code_1, lc_code_2,lc_code_3,lc_code_4,lc_code_5,lc_code_6,pool_flag,other_building_flag,land_metric_flag,land_width,land_depth,land_sq_measure,land_area,blank4,inc_unit_of_measure_value,inc_unit_of_measure_code,blank5,inc_floor_num,inc_effective_year,plumbing_nil_flag,basement_finish_area,basement_total_area,deck_sq_footage,deck_sq_footage_covered,blank6,fireplace_num_1,blank7,fireplace_num_2,blank8,fireplace_num_3,blank9,fireplace_num_4,blank10,fireplace_num_5,first_floor_area,second_floor_area,third_floor_area,school_district,zoning
D0000JZSFM,2022-01-04,1996000,7,Improved Single Property Transaction,V3E 0K2,10,305,37581006,157,,,2015,2015,3607,2,3,1,,6,,,Basement,1,0,0,,,,,,,,, ,,,4004,,,,,,,,,1001,1001,197,223,,1,,,,,,,,,1285,1321,,43,RS7
A00003W4VM,2022-03-04,1998000,7,Improved Single Property Transaction,V5G 2K2,10,301,2.32241E+11,90,,,1954,1974,2557,1,2,1,,3,,,Partial Basement,1,0,0,95,,,,,,,, ,,,6550,,,,,,,,,1022,1022,,24,,2,,,,,,,,,1535,,,41,R10
A00003XD5C,2022-01-28,1998000,7,Improved Single Property Transaction,V3J 3Z9,10,305,8806000,91,,,1946,1971,2425,1.5,2,,,6,,,Partial Basement,1,0,0,,,,,,,,, ,57,176,10032,,,,,,,,,938,938,204,,,1,,,,,,,,,1119,,,43,RS1
A00005WY7D,2022-03-03,1998000,7,Improved Single Property Transaction,V7E 2G7,11,320,R072423000,152,,,1980,1980,2067,2,1,2,,5,,,Crawl,1,0,0,66,,,,,,,, ,83,87,7268,,,,,,,,,,,,,,1,,,,,,,,,1140,927,,38,RS1/E
A00005XJQS,2022-02-28,1998000,7,Improved Single Property Transaction,V7C 5K8,11,320,R094872066,152,,,1987,1987,2467,2,1,1,1,3,,,Slab,1,0,0,,,,,,,,, ,44,88.6,3892,,,,,,,,,,,,102,,2,,,,,,,,,1165,1302,,38,RS1/B
A0000S5CRL,2022-01-11,199900,7,Improved Single Property Transaction,V1C 5Y7,22,205,9088116,D702,,,1982,1982,944,,1,,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,944,STRLA,,2,1982,,,,61,,,,,,,,,,,,,,,5,
A0000HN9MG,2022-01-19,1999000,7,Improved Single Property Transaction,V8V 2L1,1,234,2163001,72,,,1901,2000,2643,2,1,1,1,3,,,Crawl,0,1,0,6,23,7,,,,,, ,60,104,6017,0.138,,,,,,,,,,,238,,,,,,,,,,,1198,1205,,61,R2
A00003WFDK,2022-02-16,1999000,7,Improved Single Property Transaction,V5J 2V9,10,301,3.61043E+11,157,,,1988,1988,3737,2,2,,1,3,,,Partial Basement,1,0,0,69,,,,,,,, ,,,6366,,,,,,,,,1198,1198,216,,,2,,,,,,,,,1229,1310,,41,R2
A000076ATP,2022-01-06,1999000,7,Improved Single Property Transaction,V3V 4Z8,14,326,2296910026,90,,,1958,1958,3022,1,1,1,,3,,,Basement,1,0,0,39,,,,,,,, ,98.4,131.2,12910,,,,,,,,,1511,1511,77,,,2,,,,,,,,,1511,,,36,CD
A0000HPF0C,2022-01-07,1999800,7,Improved Single Property Transaction,V8N 2T2,1,308,576359362,157,,,2000,2003,4479,2,5,,1,7,,,Partial Basement,1,0,0,6,,,,,,,, ,,,8995,,,,,,,,,911,1012,137,400,,1,,,,,,,,,1896,1672,,61,RS10
D0001T3AN6,2022-03-03,1999900,7,Improved Single Property Transaction,V5X 2Y4,9,200,1.21718E+13,D701,,,2021,2021,1613,,1,1,1,4,,,,0,0,0,,,,,,,,, ,,,,,2400,1613,STRLA,,2,2021,,,,34,,,,,,,,,,,,,,,39,
A000076G60,2022-01-28,1999999,7,Improved Single Property Transaction,V3R 5R3,14,326,4000091128,167,,,2019,2019,4533,2,1,5,1,7,,,Slab,1,0,0,48,,,,,,,, ,55,148.2,8151,,,,,,,,,,,,,,,,,,,,,,,2761,1772,,36,RF
D0000QDRBK,2022-02-03,2000,8,Vacant Single Property Transaction,V0S 1E0,1,764,821100,,,,,,,,,,,,,,,0,0,0,,,,,,,,, ,,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,64,
D00002RWK3,2022-01-31,20000,7,Improved Single Property Transaction,V0C 2W0,27,343,544058,D702,,,1982,1982,649,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,649,STRLA,,1,2007,,,,62,,,,,,,,,,,,,,,59,
D0001UXM8L,2022-01-20,200000,8,Vacant Single Property Transaction,V9P 1H3,4,559,527018,,,,,,,,,,,,,,,0,0,0,,,,,,,,, ,,,,0.108,,,,,,,,,,,,,,,,,,,,,,,,,69,RS1
D0000DT2YU,2022-01-28,200000,7,Improved Single Property Transaction,V0H 1Z0,17,325,2624040,D702,,,1986,1991,533,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,533,STRLA,,2,1986,,,,,,,,,,,,,,,,,,,67,
A000095LPR,2022-01-18,200000,8,Vacant Single Property Transaction,V0H 1E2,17,712,4408000,,,,,,,,,,,,,,,0,0,0,,,,,,,,, ,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,51,R1
A0000BL1EX,2022-01-20,200000,7,Improved Single Property Transaction,V0E 2K2,20,789,2032000,,,,,,,,,,,,,,,0,0,1,38,,,,,,,, ,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,83,RS
A0000BL1Z3,2022-01-14,200000,8,Vacant Single Property Transaction,V0E 1T0,20,789,2455101,,,,,,,,,,,,,,,0,0,0,,,,,,,,, ,,,6028,0.138,,,,,,,,,,,,,,,,,,,,,,,,,83,LH
A0000NXWHH,2022-02-24,200000,7,Improved Single Property Transaction,V0K 2L0,23,730,231004,90,,,1970,1970,1152,1,1,,,3,,,Crawl,0,0,1,23,,,,,,,, ,200,148,,0.68,,,,,,,,,,,234,,1,,,,,,,,,1152,,,74,R2
A0000SXAHV,2022-02-09,200000,7,Improved Single Property Transaction,V2G 2X6,24,492,6429063,90,,,1960,1975,1169,1,1,,,2,,,Partial Basement,0,0,0,,,,,,,,, ,,,18190,0.417,,,,,,,,220,338,442,,,1,,,,,,,,,949,,,27,R1
A0000SXVT8,2022-02-01,200000,7,Improved Single Property Transaction,V0K 2E3,24,727,41741565,140,,,1975,1975,1824,1,2,,,3,,,Basement,0,0,0,,,,,,,,, ,,,,1.01,,,,,,,,720,792,220,,,2,,,,,,,,,1104,,,27,
A0000MRAPG,2022-03-01,200000,7,Improved Single Property Transaction,V2N 1N2,26,226,9013843000,80,,,1960,1960,912,1,1,,,2,,,Crawl,0,0,0,,,,,,,,, ,60,117,7020,,,,,,,,,,,100,90,,,,,,,,,,,912,,,57,RS2
A0000HQGHG,2022-02-07,2000000,8,Vacant Single Property Transaction,V9B 6H6,1,327,14522000,,,,,,,,,,,,,,,0,0,0,,,,,,,,, ,,,93110,2.138,,,,,,,,,,,,,,,,,,,,,,,,,62,AM
A0000HQHF5,2022-01-27,2000000,7,Improved Single Property Transaction,V9B 6H2,1,327,15352000,140,,,1968,1968,1590,1,1,,,3,,,Partial Basement,0,0,0,47,,,,,,,, ,,,,0.45,,,,,,,,500,696,792,,,1,,,,,,,,,1090,,,62,R2
A0000HR4RH,2022-03-02,2000000,7,Improved Single Property Transaction,V9Z 1G2,1,762,11712600,62,,,1905,1990,2704,2,3,1,,4,,,Partial Basement,0,1,0,40,,,,,,,X, ,,,,2.47,,,,,,,,348,1006,,,,3,,,,,,,,,1290,1066,,62,
A000027NY6,2022-03-07,2000000,7,Improved Single Property Transaction,V7M 1S5,8,221,40019000,90,,,1950,1990,1888,1,2,,,3,,,Basement,0,0,0,,,,,,,,, ,50,140,6998.634,,,,,,,,,944,944,,66,,2,,,,,,,,,944,,,44,RS
A000028NHX,2022-02-15,2000000,7,Improved Single Property Transaction,V7G 1L6,8,316,1.20015E+11,91,,,1954,1954,2675,1.5,1,,,5,,,Basement,0,0,1,6,95,,,,,,, ,81,146,11492.798,,,,,,,,,951,1097,235,,,2,,,,,,,,,1002,,,44,RS3
A000029JPK,2022-02-15,2000000,7,Improved Single Property Transaction,V8B 0C2,8,338,5.00005E+12,140,,,1982,1982,2597,1,1,1,1,4,,,Basement,1,0,0,95,,,,,,,, ,68.7,210,14427,,,,,,,,,1102,1161,,56,,1,,,,,,,,,1495,,,48,R3
A000001L40,2022-02-25,2000000,7,Improved Single Property Transaction,V5T 3W5,9,200,1.32126E+13,51,,,1912,1975,1766,1.5,3,,,3,,,Partial Basement,0,0,0,95,,,,,,,, ,30.5,66,2013,,,,,,,,,600,671,,132,,1,,,,,,,,,697,,,39,RM4
A000001T7Y,2022-02-28,2000000,7,Improved Single Property Transaction,V5T 2S2,9,200,1.36872E+13,50,,,1923,1965,1720,1,1,,,1,,,Partial Basement,0,1,0,6,47,7,,,,,, ,35.3,133.8,4722.907,,,,,,,,,778,864,91,42,,1,,,,,,,,,942,,,39,RT5
A000002SV2,2022-02-03,2000000,7,Improved Single Property Transaction,V5K 2W4,9,200,2.06043E+13,145,,,2004,2004,1932,1,4,,,6,,,Basement,1,0,0,,,,,,,,, ,33,108,3564,,,,,,,,,941,991,64,,,1,,,,,,,,,991,,,39,RS1
A000003C8B,2022-02-28,2000000,7,Improved Single Property Transaction,V5S 1G8,9,200,2.47713E+13,140,,,1962,1962,2158,1,1,1,,5,,,Basement,0,0,1,,,,,,,,, ,45.4,105.9,4807.516,,,,,,,,,1022,1136,216,,,2,,,,,,,,,1136,,,39,RS1
D0001TLXZ6,2022-02-04,2000000,7,Improved Single Property Transaction,V6G 2B1,9,200,2.76121E+13,B705,,,2021,2021,1326,,1,,1,2,1,,,0,0,0,,,,,,,,, ,,,,,2402,1326,STRLA,,14,2021,,,,197,,,,,,,,,,,,,,,39,
A000004CVT,2022-01-07,2000000,7,Improved Single Property Transaction,V6Z 2P8,9,200,3.06171E+13,B705,,,1993,1993,1620,,1,,1,3,,,,0,0,0,,,,,,,,, ,,,,,2402,1620,STRLA,,14,1993,,,,57,,,,,,,,,,,,,,,39,
A00003UZQ0,2022-02-23,2000000,7,Improved Single Property Transaction,V3C 6A4,10,224,286009086,147,,,1989,1990,3555,2,3,,1,4,,,Basement,1,0,0,8,96,,,,,,, ,50,114,5703,,,,,,,,,1180,1307,131,25,,,,,,,,,,,1307,1068,,43,RS2
A00003VSQW,2022-01-28,2000000,7,Improved Single Property Transaction,V5B 2G8,10,301,1.02062E+11,152,,,1973,1973,3506,2,2,2,1,4,,,Basement,0,0,1,,,,,,,,, ,66,118,7703.752,,,,,,,,,1228,1344,597,11,,2,,,,,,,,,1344,934,,41,R4
A00003VWEQ,2022-01-15,2000000,7,Improved Single Property Transaction,V5A 1S1,10,301,1.29073E+11,140,,,1946,1962,4046,1,1,1,1,7,,,Basement,1,0,0,66,,,,,,,X, ,,,30665,0.709,,,,,,,,2071,2071,,106,,2,,,,,,,,,1975,,,41,R2
A00003WW1L,2022-01-05,2000000,7,Improved Single Property Transaction,V5H 3R4,10,301,6.12364E+11,145,,,1989,1989,2638,1,2,1,,6,,,Basement,0,1,0,,,,,,,,, ,,,5428,,,,,,,,,1100,1254,196,69,,2,,,,,,,,,1538,,,41,R9
D00006EC0Z,2022-01-17,2000000,7,Improved Single Property Transaction,V3E 0C5,10,305,36275114,157,,,2010,2010,3921,2,4,,2,6,,,Basement,1,0,0,95,93,,,,,,, ,46.6,97.9,4555,,,,,,,,,1237,1614,,298,,1,,,,,,,,,1599,1085,,43,RS8
A00005WWKH,2022-02-28,2000000,7,Improved Single Property Transaction,V7A 2S1,11,320,R070883000,140,,,1970,1970,1575,1,1,,1,4,,,Slab,0,1,0,65,,,,,,,, ,60,120,7201,,,,,,,,,,,,,,1,,,,,,,,,1575,,,38,RS1/E
A00005X23H,2022-01-13,2000000,7,Improved Single Property Transaction,V7A 3S3,11,320,R076048000,140,,,1972,1990,2390,1,1,1,1,5,,,Basement,0,0,1,,,,,,,,, ,66,112,7425,,,,,,,,,1079,1079,262,,,1,,,,,,,,,1311,,,38,RS1/E
A00005XHH9,2022-01-20,2000000,7,Improved Single Property Transaction,V7C 5H4,11,320,R093925016,152,,,1986,1986,2741,2,2,,1,5,,,Slab,1,0,0,96,,,,,,,, ,44,102,4504,,,,,,,,,,,,,,2,,,,,,,,,1396,1345,,38,RS1/B
A00005XNXB,2022-01-10,2000000,7,Improved Single Property Transaction,V7E 6J1,11,320,R099035146,152,,,1989,1989,3069,2,2,1,,4,,,Slab,1,0,0,,,,,,,,, ,49.2,99.3,4884,,,,,,,,,,,,,,2,,,,,,,,,1526,1543,,38,RS1/B
A000075TPB,2022-02-28,2000000,7,Improved Single Property Transaction,V3R 1S3,14,326,1190590013,140,,,1968,1968,2048,1,1,,2,4,,,Basement,0,1,0,,,,,,,,, ,60,204.3,12260,0.281,,,,,,,,842,842,140,,,2,,,,,,,,,1206,,,36,RF
A00007673Q,2022-02-28,2000000,7,Improved Single Property Transaction,V3T 4L8,14,326,2237910017,155,,,2001,2001,3288,1,5,1,,6,,,Basement,1,0,0,,,,,,,,, ,60,128.5,7710,,,,,,,,,1784,1784,,438,,2,,,,,,,,,1504,,,36,RF
A000076EA8,2022-01-17,2000000,7,Improved Single Property Transaction,V3V 3T5,14,326,2700000444,80,,,1953,1953,1068,1,1,,,1,,,Crawl,0,1,0,41,87,17,,,,,, ,66,200,13200,0.303,,,,,,,,,,,190,,,,,,,,,,,1068,,,36,IB
A000076FRS,2022-01-31,2000000,7,Improved Single Property Transaction,V3R 2N4,14,326,400002050X,157,,,2007,2007,5132,2,4,,1,5,,,Basement,1,0,0,47,,,,,,,, ,54.7,134,7298,,,,,,,,,1769,1769,,318,,2,,,,,,,,,1796,1567,,36,RF
D0000BACBH,2022-01-27,2000000,8,Vacant Single Property Transaction,V4A 1B8,14,326,5083000623,,,,,,,,,,,,,,,0,0,0,91,41,,,,,,, ,,,14415,0.33,,,,,,,,,,,,,,,,,,,,,,,,,36,RF
D00004ND6K,2022-03-01,2000000,7,Improved Single Property Transaction,V3S 3A4,14,326,6103020190,157,,,2010,2010,3800,2,7,,1,5,,,Basement,1,0,0,,,,,,,,, ,43.6,104.1,4619,,,,,,,,,1385,1385,,412,,2,,,,,,,,,1410,1005,,36,RF12
A000077M5R,2022-02-08,2000000,7,Improved Single Property Transaction,V3W 3C1,14,326,6204735020,155,,,2004,2004,4602,1,7,,,8,,,Basement,1,0,0,66,,,,,,,, ,93,86.7,8081,,,,,,,,,2093,2093,144,37,,2,,,,,,,,,2509,,,36,RF
A0000783Q9,2022-01-28,2000000,7,Improved Single Property Transaction,V3V 1M5,14,326,6313791022,155,,,2003,2003,3532,1,6,,,5,,,Basement,1,0,0,,,,,,,,, ,64.4,144,9242,,,,,,,,,1731,1731,,347,,2,,,,,,,,,1801,,,36,RF
A0000F5CS1,2022-01-25,2000000,7,Improved Single Property Transaction,V2Z 2K4,15,311,332413017,142,,,1972,1972,2777,2,1,1,1,4,,,Crawl,1,0,1,,,,,,,X,, ,,,,4.5,,,,,,,,,,,212,,2,,,,,,,,,1862,915,,35,RU1
A0000AA1XJ,2022-01-05,2000000,7,Improved Single Property Transaction,V4T 1R3,19,364,13359000,140,,,1973,1995,2657,1,2,,,4,,,Basement,1,0,0,,,,,,,,X, ,,,,5.45,,,,,,,,1397,1552,451,280,,,,,,,,,,,1260,,,23,A1
D00002T5V7,2022-02-28,20000000,7,Improved Single Property Transaction,V4N 6C1,14,326,8201010073,167,,,2005,2005,4976,2,2,2,,4,,,Basement,1,0,0,96,,,,,,,, ,,,,4.119,,,,,,,,1812,1812,402,164,,2,,,,,,,,,1841,1323,,36,A1
A0000HPUXV,2022-02-10,2000005,7,Improved Single Property Transaction,V8P 1J4,1,308,703466000,151,,,1938,1980,2809,1.5,2,,,3,,,Partial Basement,0,1,0,6,,,,,,,, ,166,108,17646,0.405,,,,,,,,243,455,162,,,1,,,,,,,,,1560,,,61,RS12
A0000HNBXE,2022-01-21,2000840,7,Improved Single Property Transaction,V8V 4L8,1,234,3239008,61,,,1914,1995,2705,1.5,2,,1,4,,,Basement,0,1,0,6,7,,,,,,, ,50,113,5626,0.129,,,,,,,,800,1299,452,179,,1,,,,,,,,,1102,,,61,R1B
A0000D4MY5,2022-02-15,2001000,7,Improved Single Property Transaction,V9T 4X5,4,250,7827884,155,,,2019,2019,3024,1,1,2,1,3,,,Partial Basement,1,0,0,15,W8,,,,,,, ,60,137.6,8256,0.189,,,,,,,,1877,1877,1224,83,,1,,,,,,,,,1147,,,68,R1
A000002A8G,2022-02-01,2002000,7,Improved Single Property Transaction,V5W 1W3,9,200,1.67572E+13,140,,,1977,1980,2520,1,2,1,,4,,,Basement,1,0,0,96,,,,,,,, ,33,122,4026,,,,,,,,,1260,1260,88,,,2,,,,,,,,,1260,,,39,RM2
A000002A8G,2022-02-01,2002000,7,Improved Single Property Transaction,V5W 1W3,9,200,1.67572E+13,140,,,1977,1980,2520,1,2,1,,4,,,Basement,1,0,0,96,,,,,,,, ,33,122,4026,,,,,,,,,1260,1260,88,,,2,,,,,,,,,1260,,,39,RM2
A000028ECX,2022-01-27,2003000,7,Improved Single Property Transaction,V7K 1V8,8,316,53163600007,90,,,1951,1960,2320,1,1,,1,3,,,Crawl,0,0,1,6,8,,,,,,, ,60,109,11732,,,,,,,,,,,324,,,1,,,,,,,,,2320,,,44,RS3
D0001NXK0S,2022-03-09,2005000,7,Improved Single Property Transaction,V8V 4M9,1,234,3255038,147,,,2020,2020,2383,2,2,1,1,4,,,Partial Basement,0,0,0,7,6,47,86,,,,, ,33,107,3531,,,,,,,,,680,754,,116,,,,,,,,,,,868,835,,61,R1B
A000077Y4M,2022-02-22,2005500,7,Improved Single Property Transaction,V3S 5W6,14,326,6273829020,140,,,1980,2000,2669,1,2,1,,5,,,Basement,1,0,0,66,,,,,,,, ,60,121.7,8456,,,,,,,,,1176,1958,,240,,1,,,,,,,,,1493,,,36,RF
A0000032EG,2022-03-01,2008000,7,Improved Single Property Transaction,V5R 3Y8,9,200,2.32987E+13,145,,,1997,1997,2006,1,4,,,6,,,Basement,1,0,0,,,,,,,,, ,33,105.5,3481.5,,,,,,,,,1038,1038,,,,1,,,,,,,,,968,,,39,RS1
A00003W49B,2022-01-24,2008000,7,Improved Single Property Transaction,V5G 2A1,10,301,2.17056E+11,140,,,1960,1978,2685,1,1,1,,2,,,Basement,1,0,0,,,,,,,,, ,,,10830,,,,,,,,,1328,1328,360,,,2,,,,,,,,,1357,,,41,R2
A0000HN8DR,2022-02-17,2010000,7,Improved Single Property Transaction,V8V 2C2,1,234,2128010,61,,,1908,2007,2936,1.5,4,,,5,,,Basement,0,0,0,,,,,,,,, ,50,90,4504,0.103,,,,,,,,1000,1116,163,,,4,,,,,,,,,1148,,,61,R2
D0001NV0QA,2022-01-10,2010000,8,Vacant Single Property Transaction,V8Z 5A2,1,308,510653001,,,,,,,,,,,,,,,0,0,0,,,,,,,,, ,,,,1.038,,,,,,,,,,,,,,,,,,,,,,,,,61,RS10
A00002AGE1,2022-02-07,2010000,7,Improved Single Property Transaction,V7Z 1B4,8,746,5293030,152,,,1979,1995,3747,2,2,,,3,,,Basement,1,0,0,,,,,,,,, ,65,155,10812,0.249,,,,,,,,1168,1168,1183,,,,,,,,,,,,1488,1091,,46,R2L
A00003VHPZ,2022-02-15,2010000,7,Improved Single Property Transaction,V3H 4Z6,10,225,11500115,157,,,1997,1997,4228,2,4,,1,5,,,Basement,1,0,0,96,,,,,,,, ,68.3,93,6166,,,,,,,,,1400,1487,,,,1,,2,,,,,,,1497,1331,,43,RS1
A00005VCB7,2022-02-08,2010000,7,Improved Single Property Transaction,V4E 2S1,11,306,D133301580,152,,,1979,1987,4518,2,1,2,1,5,,,Partial Basement,1,0,0,6,7,96,,,,,, ,104.1,86.6,9020,,,,,,,,,1496,1496,120,126,,3,,,,,,,,,1784,1238,,37,RS1
A00005VMU2,2022-02-17,2010000,7,Improved Single Property Transaction,V4M 4H6,11,306,D207990100,157,,,2006,2006,3092,2,3,,1,4,,,Slab,1,0,0,6,7,,,,,,, ,52.3,117,6986,,,,,,,,,,,,565,,2,,,,,,,,,1685,1407,,37,RS5
A00005W2H8,2022-01-31,2010000,7,Improved Single Property Transaction,V4C 5W4,11,306,D404435000,2090,,,1969,1974,2234,1,3,,,5,,,Basement,0,1,0,65,,,,,,,X, ,,,10032,,,,,,,,,1117,1117,81,167,,,,,,,,,,,1117,,,37,RM1
A00005XNN2,2022-02-28,2010000,7,Improved Single Property Transaction,V7E 5L4,11,320,R098818009,157,,,2002,2002,2155,2,2,,1,4,,,Slab,1,0,0,6,8,30,7,,,,, ,49,82.1,4024,,,,,,,,,,,,,,2,,,,,,,,,1147,1008,,38,RS1/B
A000076TQS,2022-02-25,2010000,7,Improved Single Property Transaction,V4A 3M6,14,326,5183000062,157,,,1994,2000,4443,2,3,1,,3,,,Basement,1,0,0,65,,,,,,,, ,62.2,175.9,10967,0.251,,,,,,,,1528,1528,210,75,,4,,,,,,,,,1555,1360,,36,RF
A000077D5R,2022-01-12,2010000,7,Improved Single Property Transaction,V3W 2C1,14,326,6171050088,157,,,2016,2016,3540,2,6,,,8,,,Slab,1,0,0,,,,,,,,, ,61.1,144.2,8855,,,,,,,,,,,333,,,1,,,,,,,,,1924,1616,,36,RF
A000003GFJ,2022-01-04,2011000,7,Improved Single Property Transaction,V5S 2G8,9,200,2.58223E+13,150,,,1972,1973,2992,1,2,,1,3,,,Basement,1,0,0,9,,,,,,,, ,52,120,6240,,,,,,,,,1179,1310,,40,,2,,,,,,,,,1813,,,39,RS1
A000076UZS,2022-03-01,2013216,7,Improved Single Property Transaction,V4A 5R8,14,326,519175802X,2142,,,1978,1978,1750,2,1,,1,3,,,Slab,0,2,0,6,,,,,,,X, ,85.3,130,11089,,,,,,,,,,,,94,,1,,,,,,,,,994,756,,36,RMD
D0000FSKJ3,2022-03-01,2015000,7,Improved Single Property Transaction,V6P 0B2,9,200,1.01308E+13,D701,,,2012,2012,1765,,2,1,1,4,,,,0,0,0,,,,,,,,, ,,,,,2400,1662,STRLA,,1,2012,,103,103,96,,,,,,,,,,,,,,,39,
A0000023B3,2022-01-21,2015000,7,Improved Single Property Transaction,V5T 2T4,9,200,1.56892E+13,52,,,1906,1970,1796,2,1,,,3,,,Partial Basement,0,1,0,6,47,7,,,,,, ,44,121.8,5359.2,,,,,,,,,515,572,,102,,1,,,,,,,,,709,572,,39,RT2
A000077FSA,2022-01-28,2015000,7,Improved Single Property Transaction,V3W 0T9,14,326,6184000299,155,,,1996,1996,3756,1,5,,,6,,,Basement,1,0,0,,,,,,,,, ,59,147,8680,,,,,,,,,1908,1908,,333,,2,,,,,,,,,1848,,,36,RFSS
A000002A9F,2022-02-01,2018000,7,Improved Single Property Transaction,V5W 1W2,9,200,1.67572E+13,52,,,1915,2000,2722,2,2,1,,4,,,Basement,0,1,0,96,,,,,,,, ,33,122,4026,,,,,,,,,761,802,108,,,1,,,,,,,,,802,754,,39,RM2
D00019C0YV,2022-02-28,202000,8,Vacant Single Property Transaction,V0E 1M4,20,789,11446032,,,,,,,,,,,,,,,0,0,0,,,,,,,,, ,34.8,77.1,2443,,,,,,,,,,,,,,,,,,,,,,,,,,83,
A00003VPJ8,2022-02-10,2020000,7,Improved Single Property Transaction,V5C 2M7,10,301,71044960000,145,,,1994,1994,2203,1,2,1,,5,,,Basement,1,0,0,86,,,,,,,, ,33,122,4026,,,,,,,,,848,848,101,125,,2,,,,,,,,,1355,,,41,RM3
A00003VKXN,2022-01-31,2025000,7,Improved Single Property Transaction,V5C 1R3,10,301,30041380000,140,,,1968,1968,2492,1,1,1,1,4,,,Basement,0,0,2,37,,,,,,,, ,33,122,4030.491,,,,,,,,,1234,1234,109,,,2,,,,,,,,,1258,,,41,R5
A000076HC9,2022-02-14,2025000,7,Improved Single Property Transaction,V4A 3Z4,14,326,5083150207,157,,,2012,2012,2164,2,2,,1,3,,,Slab,1,0,0,6,,,,,,,, ,50,100,5000,,,,,,,,,,,,231,,2,,,,,,,,,1224,940,,36,RF
D0001NYNLB,2022-03-04,2026666,7,Improved Single Property Transaction,V3X 2M9,14,326,6093000552,147,,,2021,2021,3608,2,6,,,6,,,Basement,1,0,0,,,,,,,,, ,57.4,,4091,,,,,,,,,1181,1181,,104,,,,,,,,,,,1182,1245,,36,RF12
A0000MQY6X,2022-02-15,203000,7,Improved Single Property Transaction,V2M 2N7,26,226,14760000,40,,,1947,1960,672,1,1,,,2,,,Crawl,0,0,0,,,,,,,,, ,75,120,9000,,,,,,,,,,,,,,,,,,,,,,,672,,,57,RT2
D0000W6WFR,2022-01-11,2030000,7,Improved Single Property Transaction,V3E 0L6,10,305,37582449,157,,,2016,2016,3908,2,4,,,5,,,Basement,1,0,0,96,,,,,,,, ,1,1,4306,,,,,,,,,1121,1121,193,363,,,,,,,,,,,1473,1314,,43,RS8
A000076SH8,2022-02-28,2030000,7,Improved Single Property Transaction,V4A 8P2,14,326,5170160057,150,,,1986,1986,2262,1,1,1,1,3,,,Partial Basement,1,0,0,6,22,7,8,,,,, ,61,125,8047,,,,,,,,,504,504,146,,,2,,,,,,,,,1758,,,36,RF
D00009NRTS,2022-03-09,2030000,7,Improved Single Property Transaction,V3G 0C5,15,313,6242024511,155,,,2011,2011,3812,1,2,,1,2,,,Basement,1,0,0,,,,,,,,, ,,,8276,0.19,,,,,,,,1906,1906,200,108,,2,,,,,,,,,1906,,,34,
A0000F71AH,2022-01-19,2030000,7,Improved Single Property Transaction,V2S 8G7,15,313,7182058320,157,,,1998,1998,5415,2,3,,2,4,,,Basement,1,0,0,,,,,,,,, ,,,8751,,,,,,,,,1901,1901,,,,3,,,,,,,,,1902,1612,,34,RS3
A00005VBE5,2022-01-12,2030750,7,Improved Single Property Transaction,V4E 2Z2,11,306,D132200630,162,,,1982,1982,3226,2,2,,1,3,,,Slab,1,0,0,6,47,7,,,,X,, ,77.1,152,11658,,,,,,,,,,,72,,,2,,,,,,,,,2304,922,,37,RS1
D00003FCCX,2022-01-31,2034000,7,Improved Single Property Transaction,V3S 6R4,14,326,8044605010,157,,,2008,2008,4240,2,6,,1,10,,,Basement,1,0,0,7,6,8,,,,,, ,,,6569,,,,,,,,,1340,1340,,294,,1,,,,,,,,,1740,1160,,36,RF
A000001RNX,2022-01-17,2035000,7,Improved Single Property Transaction,V5Y 1S6,9,200,1.36642E+13,61,,,1902,1960,2777,1.5,2,,,6,,,Basement,0,1,0,,,,,,,,, ,49.5,92,4554,,,,,,,,,941,1046,,619,,1,,,,,,,,,1110,,,39,RT6
A0000784DS,2022-01-31,2035000,7,Improved Single Property Transaction,V3V 5H4,14,326,631407020X,157,,,2013,2013,4650,2,4,3,1,3,,,Slab,0,0,0,,,,,,,,, ,60,129,7772,,,,,,,,,,,,75,,1,,,,,,,,,2608,2042,,36,RF
D00002T77W,2022-02-24,2038000,7,Improved Single Property Transaction,V3M 5N9,10,220,12676501,155,,,2006,2006,4582,1,6,,1,10,,,Partial Basement,0,1,0,,,,,,,,, ,54,176,9504,,,,,,,,,2144,2824,434,174,,2,,,,,,,,,2438,,,40,RQ1
A00003W4T3,2022-01-05,2038800,7,Improved Single Property Transaction,V5G 2H8,10,301,2.32053E+11,140,,,1969,1974,2512,1,2,,1,4,,,Partial Basement,1,0,0,86,,,,,,,, ,,,10508,,,,,,,,,612,612,,,,1,,,,,,,,,1900,,,41,R2
